images,labels
./Identify/images/train\Japan_008804.jpg,"['3 0.47750000000000004 0.7408333333333333 0.37833333333333335 0.055\n', '1 0.4058333333333334 0.8733333333333334 0.37833333333333335 0.06333333333333334\n']"
./Identify/images/train\Japan_008807.jpg,['1 0.6691666666666667 0.8458333333333334 0.12833333333333335 0.03166666666666667\n']
./Identify/images/train\Japan_008808.jpg,"['2 0.6166666666666667 0.775 0.47000000000000003 0.44\n', '2 0.9191666666666667 0.9216666666666667 0.14833333333333334 0.14\n']"
./Identify/images/train\Japan_008809.jpg,['2 0.5341666666666667 0.8816666666666667 0.325 0.22333333333333336\n']
./Identify/images/train\Japan_008816.jpg,"['3 0.6158333333333333 0.6158333333333333 0.115 0.04833333333333334\n', '2 0.5433333333333333 0.7741666666666667 0.41000000000000003 0.4516666666666667\n', '3 0.5258333333333334 0.7733333333333334 0.04833333333333334 0.04\n', '2 0.09000000000000001 0.6841666666666667 0.17 0.17500000000000002\n']"
./Identify/images/train\Japan_008818.jpg,['2 0.42250000000000004 0.8433333333333334 0.12833333333333335 0.31333333333333335\n']
./Identify/images/train\Japan_008825.jpg,"['2 0.4708333333333334 0.8308333333333334 0.20833333333333334 0.3383333333333334\n', '1 0.8633333333333334 0.6900000000000001 0.2733333333333334 0.03333333333333333\n', '1 0.8441666666666667 0.5783333333333334 0.20500000000000002 0.02666666666666667\n']"
./Identify/images/train\Japan_008828.jpg,"['2 0.45 0.8116666666666668 0.2966666666666667 0.17666666666666667\n', '0 0.7275 0.8816666666666667 0.07166666666666667 0.05333333333333334\n']"
./Identify/images/train\Japan_008830.jpg,"['3 0.8083333333333333 0.9310185185185186 0.04259259259259259 0.04166666666666667\n', '0 0.7152777777777778 0.8009259259259259 0.1287037037037037 0.17407407407407408\n']"
./Identify/images/train\Japan_008831.jpg,"['2 0.6691666666666667 0.8716666666666667 0.16166666666666668 0.2566666666666667\n', '1 0.8500000000000001 0.8433333333333334 0.2733333333333334 0.05\n']"
./Identify/images/train\Japan_008835.jpg,['2 0.6458333333333334 0.8500000000000001 0.48500000000000004 0.28\n']
./Identify/images/train\Japan_008836.jpg,"['1 0.4591666666666667 0.7958333333333334 0.34500000000000003 0.07166666666666667\n', '1 0.8525 0.8691666666666668 0.24166666666666667 0.045000000000000005\n']"
./Identify/images/train\Japan_008839.jpg,['2 0.6125 0.8208333333333334 0.49833333333333335 0.3516666666666667\n']
./Identify/images/train\Japan_008843.jpg,"['3 0.3125 0.8808333333333334 0.055 0.045000000000000005\n', '2 0.8416666666666667 0.9225000000000001 0.3166666666666667 0.15166666666666667\n']"
./Identify/images/train\Japan_008844.jpg,"['2 0.6858333333333334 0.8791666666666668 0.18500000000000003 0.12166666666666667\n', '2 0.2783333333333334 0.7875000000000001 0.32666666666666666 0.42500000000000004\n', '2 0.5858333333333333 0.6783333333333333 0.24500000000000002 0.16333333333333333\n', '1 0.5141666666666667 0.8825000000000001 0.17833333333333334 0.04166666666666667\n', '1 0.41500000000000004 0.9600000000000001 0.20333333333333334 0.043333333333333335\n', '1 0.0975 0.9241666666666667 0.18500000000000003 0.04166666666666667\n', '1 0.1625 0.6466666666666667 0.115 0.03666666666666667\n']"
./Identify/images/train\Japan_008845.jpg,"['2 0.5375000000000001 0.7525000000000001 0.4083333333333334 0.14166666666666666\n', '0 0.8275 0.9308333333333334 0.058333333333333334 0.08833333333333333\n', '2 0.12250000000000001 0.9341666666666667 0.2016666666666667 0.115\n', '1 0.6833333333333333 0.6183333333333334 0.11 0.08666666666666667\n']"
./Identify/images/train\Japan_008852.jpg,"['3 0.8716666666666667 0.9675 0.13 0.065\n', '2 0.7400000000000001 0.89 0.49333333333333335 0.22\n']"
./Identify/images/train\Japan_008853.jpg,"['0 0.7016666666666667 0.6433333333333334 0.19333333333333336 0.14666666666666667\n', '1 0.6058333333333333 0.6633333333333333 0.255 0.030000000000000002\n', '1 0.5958333333333333 0.7391666666666667 0.44833333333333336 0.07166666666666667\n', '1 0.4625 0.8991666666666667 0.2916666666666667 0.085\n', '1 0.7891666666666667 0.9316666666666668 0.4216666666666667 0.09000000000000001\n', '1 0.9125000000000001 0.7283333333333334 0.17500000000000002 0.023333333333333334\n', '0 0.9058333333333334 0.8 0.18833333333333335 0.15000000000000002\n']"
./Identify/images/train\Japan_008854.jpg,"['0 0.9033333333333334 0.6916666666666668 0.19333333333333336 0.21666666666666667\n', '1 0.22166666666666668 0.4491666666666667 0.17333333333333334 0.035\n']"
./Identify/images/train\Japan_008855.jpg,['2 0.4758333333333334 0.8133333333333334 0.9483333333333334 0.36333333333333334\n']
./Identify/images/train\Japan_008856.jpg,"['0 0.5291666666666667 0.8775000000000001 0.035 0.15166666666666667\n', '1 0.8500000000000001 0.7566666666666667 0.19 0.03666666666666667\n']"
./Identify/images/train\Japan_008858.jpg,"['2 0.19333333333333336 0.7766666666666667 0.31333333333333335 0.2966666666666667\n', '2 0.6950000000000001 0.75 0.36333333333333334 0.44\n']"
./Identify/images/train\Japan_008866.jpg,['0 0.6341666666666667 0.6575000000000001 0.115 0.085\n']
./Identify/images/train\Japan_008877.jpg,['2 0.20500000000000002 0.8283333333333334 0.4033333333333334 0.2566666666666667\n']
./Identify/images/train\Japan_008878.jpg,['2 0.5008333333333334 0.8066666666666668 0.9983333333333334 0.3866666666666667\n']
./Identify/images/train\Japan_008882.jpg,['2 0.2366666666666667 0.8525 0.4633333333333334 0.29500000000000004\n']
./Identify/images/train\Japan_008888.jpg,['2 0.8491666666666667 0.8816666666666667 0.24166666666666667 0.2066666666666667\n']
./Identify/images/train\Japan_008890.jpg,"['2 0.17083333333333334 0.8275 0.3383333333333334 0.33166666666666667\n', '1 0.33083333333333337 0.9016666666666667 0.14833333333333334 0.043333333333333335\n']"
./Identify/images/train\Japan_008894.jpg,['2 0.35333333333333333 0.8175 0.35333333333333333 0.3616666666666667\n']
./Identify/images/train\Japan_008896.jpg,"['1 0.6525000000000001 0.8441666666666667 0.4116666666666667 0.05166666666666667\n', '0 0.24333333333333335 0.9650000000000001 0.03333333333333333 0.07\n']"
./Identify/images/train\Japan_008902.jpg,['2 0.35500000000000004 0.7991666666666667 0.7066666666666667 0.40166666666666667\n']
./Identify/images/train\Japan_008904.jpg,"['2 0.7416666666666667 0.7516666666666667 0.5166666666666667 0.4766666666666667\n', '2 0.19416666666666668 0.7416666666666667 0.375 0.45333333333333337\n']"
./Identify/images/train\Japan_008914.jpg,"['1 0.5608333333333334 0.8200000000000001 0.40166666666666667 0.05666666666666667\n', '1 0.055 0.7791666666666667 0.09333333333333334 0.021666666666666667\n']"
./Identify/images/train\Japan_008917.jpg,"['1 0.19583333333333336 0.8866666666666667 0.36833333333333335 0.09666666666666668\n', '1 0.39916666666666667 0.7983333333333333 0.065 0.043333333333333335\n', '1 0.5650000000000001 0.8541666666666667 0.32666666666666666 0.06166666666666667\n']"
./Identify/images/train\Japan_008919.jpg,['1 0.9600000000000001 0.5958333333333333 0.08 0.021666666666666667\n']
./Identify/images/train\Japan_008920.jpg,"['2 0.6841666666666667 0.8833333333333334 0.6316666666666667 0.23\n', '1 0.68 0.8141666666666667 0.16 0.09833333333333334\n']"
./Identify/images/train\Japan_008932.jpg,['0 0.32833333333333337 0.5833333333333334 0.2066666666666667 0.33\n']
./Identify/images/train\Japan_008933.jpg,['2 0.12166666666666667 0.91 0.23333333333333334 0.17333333333333334\n']
./Identify/images/train\Japan_008935.jpg,"['3 0.16416666666666668 0.9 0.11166666666666668 0.08666666666666667\n', '3 0.12666666666666668 0.9733333333333334 0.08 0.043333333333333335\n', '3 0.24666666666666667 0.8366666666666667 0.05333333333333334 0.04\n', '3 0.6933333333333334 0.9858333333333335 0.14666666666666667 0.028333333333333335\n']"
./Identify/images/train\Japan_008938.jpg,"['0 0.23083333333333333 0.8241666666666667 0.17500000000000002 0.29833333333333334\n', '0 0.78 0.7216666666666667 0.11333333333333334 0.15000000000000002\n', '0 0.41833333333333333 0.6075 0.03333333333333333 0.07500000000000001\n']"
./Identify/images/train\Japan_008944.jpg,['3 0.935 0.9691666666666667 0.13 0.055\n']
./Identify/images/train\Japan_008945.jpg,"['2 0.24000000000000002 0.8266666666666668 0.41000000000000003 0.3466666666666667\n', '2 0.6166666666666667 0.7541666666666668 0.24333333333333335 0.15833333333333335\n']"
./Identify/images/train\Japan_008955.jpg,['0 0.44833333333333336 0.6958333333333334 0.05 0.11166666666666668\n']
./Identify/images/train\Japan_008956.jpg,['1 0.7375 0.32666666666666666 0.255 0.060000000000000005\n']
./Identify/images/train\Japan_008958.jpg,"['2 0.5750000000000001 0.9275000000000001 0.5266666666666667 0.14500000000000002\n', '0 0.33166666666666667 0.7475 0.04 0.19833333333333333\n', '2 0.5141666666666667 0.7625000000000001 0.21833333333333335 0.095\n']"
./Identify/images/train\Japan_008962.jpg,['2 0.15916666666666668 0.7466666666666667 0.315 0.26666666666666666\n']
./Identify/images/train\Japan_008977.jpg,['2 0.31583333333333335 0.7566666666666667 0.4816666666666667 0.4866666666666667\n']
./Identify/images/train\Japan_008985.jpg,"['1 0.3825 0.9016666666666667 0.21833333333333335 0.04666666666666667\n', '1 0.4391666666666667 0.7325 0.17500000000000002 0.03166666666666667\n']"
./Identify/images/train\Japan_008988.jpg,"['3 0.3591666666666667 0.7225 0.085 0.04833333333333334\n', '3 0.16416666666666668 0.7358333333333333 0.13166666666666668 0.055\n', '2 0.2516666666666667 0.8125 0.5 0.375\n', '2 0.2966666666666667 0.6933333333333334 0.23333333333333334 0.06666666666666667\n']"
./Identify/images/train\Japan_008990.jpg,"['3 0.11083333333333334 0.7191666666666667 0.12166666666666667 0.065\n', '2 0.25 0.9016666666666667 0.4966666666666667 0.19666666666666668\n']"
./Identify/images/train\Japan_008991.jpg,"['0 0.4516666666666667 0.6783333333333333 0.04 0.17333333333333334\n', '0 0.28750000000000003 0.6591666666666667 0.025 0.04833333333333334\n']"
./Identify/images/train\Japan_008998.jpg,['2 0.6333333333333334 0.8066666666666668 0.6833333333333333 0.3866666666666667\n']
./Identify/images/train\Japan_009000.jpg,['2 0.3925 0.5991666666666667 0.7816666666666667 0.2783333333333334\n']
./Identify/images/train\Japan_009020.jpg,['2 0.48833333333333334 0.8600000000000001 0.8066666666666668 0.27666666666666667\n']
./Identify/images/train\Japan_009025.jpg,"['0 0.5908333333333333 0.7175 0.058333333333333334 0.125\n', '0 0.5058333333333334 0.6466666666666667 0.04166666666666667 0.11\n', '0 0.51 0.7541666666666668 0.043333333333333335 0.06833333333333334\n', '0 0.5133333333333334 0.9725 0.023333333333333334 0.055\n', '0 0.6000000000000001 0.8983333333333334 0.09666666666666668 0.043333333333333335\n', '2 0.8133333333333334 0.6641666666666667 0.17 0.07833333333333334\n']"
./Identify/images/train\Japan_009029.jpg,['2 0.23 0.4116666666666667 0.44333333333333336 0.6733333333333333\n']
./Identify/images/train\Japan_009032.jpg,"['2 0.35583333333333333 0.91 0.17500000000000002 0.18000000000000002\n', '1 0.7691666666666667 0.8916666666666667 0.46166666666666667 0.04\n']"
./Identify/images/train\Japan_009035.jpg,"['0 0.05666666666666667 0.9475 0.04666666666666667 0.10500000000000001\n', '1 0.655 0.8508333333333334 0.5233333333333333 0.08166666666666667\n', '1 0.5466666666666667 0.7191666666666667 0.28 0.04833333333333334\n', '1 0.9233333333333333 0.7933333333333333 0.15000000000000002 0.05333333333333334\n', '0 0.7150000000000001 0.8608333333333333 0.19 0.24833333333333335\n', '0 0.6441666666666667 0.6716666666666667 0.15166666666666667 0.14666666666666667\n']"
./Identify/images/train\Japan_009038.jpg,['2 0.7066666666666667 0.8300000000000001 0.5366666666666667 0.34\n']
./Identify/images/train\Japan_009048.jpg,['2 0.4266666666666667 0.7433333333333334 0.77 0.44333333333333336\n']
./Identify/images/train\Japan_009050.jpg,['2 0.3433333333333334 0.7808333333333334 0.6133333333333334 0.42500000000000004\n']
./Identify/images/train\Japan_009063.jpg,"['0 0.5491666666666667 0.8425 0.07500000000000001 0.125\n', '2 0.265 0.8175 0.10333333333333335 0.18500000000000003\n', '1 0.10416666666666667 0.8633333333333334 0.18500000000000003 0.02666666666666667\n']"
./Identify/images/train\Japan_009067.jpg,['0 0.3775 0.9466666666666668 0.055 0.10333333333333335\n']
./Identify/images/train\Japan_009068.jpg,"['2 0.31083333333333335 0.8983333333333334 0.10833333333333334 0.08\n', '2 0.6708333333333334 0.9800000000000001 0.09833333333333334 0.03666666666666667\n']"
./Identify/images/train\Japan_009073.jpg,"['2 0.26166666666666666 0.8491666666666667 0.5033333333333334 0.29500000000000004\n', '2 0.8858333333333334 0.8941666666666668 0.21500000000000002 0.20833333333333334\n', '1 0.915 0.5975 0.15666666666666668 0.045000000000000005\n']"
./Identify/images/train\Japan_009075.jpg,['0 0.7400000000000001 0.5075000000000001 0.10333333333333335 0.08166666666666667\n']
./Identify/images/train\Japan_009080.jpg,['0 0.28750000000000003 0.9141666666666667 0.055 0.1716666666666667\n']
./Identify/images/train\Japan_009085.jpg,"['3 0.6416666666666667 0.8 0.08333333333333334 0.05\n', '2 0.6616666666666667 0.8608333333333333 0.33666666666666667 0.25833333333333336\n', '2 0.9233333333333333 0.8458333333333334 0.15333333333333335 0.20833333333333334\n', '2 0.7441666666666668 0.6216666666666667 0.16166666666666668 0.11333333333333334\n', '2 0.3166666666666667 0.5833333333333334 0.13 0.13\n', '2 0.17750000000000002 0.8316666666666667 0.135 0.060000000000000005\n', '2 0.5625 0.6375000000000001 0.18833333333333335 0.1716666666666667\n']"
./Identify/images/train\Japan_009100.jpg,['2 0.6833333333333333 0.6891666666666667 0.3433333333333334 0.135\n']
./Identify/images/train\Japan_009104.jpg,['2 0.8708333333333333 0.8941666666666668 0.22833333333333336 0.14833333333333334\n']
./Identify/images/train\Japan_009116.jpg,['0 0.2541666666666667 0.7091666666666667 0.15833333333333335 0.135\n']
./Identify/images/train\Japan_009118.jpg,"['2 0.7875000000000001 0.39 0.3916666666666667 0.61\n', '0 0.4608333333333334 0.62 0.10500000000000001 0.19\n']"
./Identify/images/train\Japan_009127.jpg,"['2 0.2758333333333334 0.6333333333333334 0.115 0.04666666666666667\n', '0 0.8541666666666667 0.9141666666666667 0.2516666666666667 0.155\n', '0 0.915 0.8241666666666667 0.03333333333333333 0.06166666666666667\n', '0 0.42083333333333334 0.9433333333333334 0.045000000000000005 0.10333333333333335\n', '0 0.42833333333333334 0.9416666666666668 0.06333333333333334 0.11666666666666667\n', '0 0.4041666666666667 0.8016666666666667 0.03833333333333334 0.16\n', '2 0.2675 0.6208333333333333 0.09833333333333334 0.07166666666666667\n', '0 0.26333333333333336 0.8500000000000001 0.06666666666666667 0.26666666666666666\n', '1 0.20333333333333334 0.785 0.3666666666666667 0.05\n', '1 0.6391666666666667 0.8741666666666668 0.3616666666666667 0.04833333333333334\n', '0 0.9733333333333334 0.8775000000000001 0.03333333333333333 0.07166666666666667\n', '1 0.26916666666666667 0.8825000000000001 0.3716666666666667 0.05166666666666667\n']"
./Identify/images/train\Japan_009130.jpg,"['1 0.14750000000000002 0.8475 0.24833333333333335 0.04833333333333334\n', '1 0.5066666666666667 0.9066666666666667 0.27666666666666667 0.05666666666666667\n']"
./Identify/images/train\Japan_009137.jpg,"['0 0.8441666666666667 0.64 0.265 0.30333333333333334\n', '2 0.6950000000000001 0.40166666666666667 0.22666666666666668 0.09333333333333334\n', '0 0.9366666666666668 0.3641666666666667 0.1 0.08833333333333333\n']"
./Identify/images/train\Japan_009144.jpg,['0 0.43833333333333335 0.7675000000000001 0.05 0.10833333333333334\n']
./Identify/images/train\Japan_009146.jpg,"['2 0.38333333333333336 0.8275 0.1 0.2916666666666667\n', '1 0.1991666666666667 0.9600000000000001 0.2816666666666667 0.05666666666666667\n']"
./Identify/images/train\Japan_009148.jpg,['0 0.8600000000000001 0.8975000000000001 0.10666666666666667 0.135\n']
./Identify/images/train\Japan_009153.jpg,['2 0.8166666666666668 0.8866666666666667 0.34 0.22666666666666668\n']
./Identify/images/train\Japan_009160.jpg,"['3 0.40166666666666667 0.75 0.05 0.07666666666666667\n', '1 0.9258333333333334 0.7100000000000001 0.14833333333333334 0.04\n']"
./Identify/images/train\Japan_009176.jpg,"['3 0.3983333333333334 0.9550000000000001 0.04 0.07\n', '3 0.4083333333333334 0.8508333333333334 0.03666666666666667 0.03833333333333334\n', '1 0.3425 0.9 0.13833333333333334 0.02\n']"
./Identify/images/train\Japan_009178.jpg,"['0 0.8808333333333334 0.4591666666666667 0.23500000000000001 0.3716666666666667\n', '1 0.53 0.3375 0.3466666666666667 0.065\n', '2 0.7591666666666668 0.2783333333333334 0.14500000000000002 0.17\n']"
./Identify/images/train\Japan_009181.jpg,"['2 0.4316666666666667 0.8608333333333333 0.28 0.2783333333333334\n', '3 0.6358333333333334 0.78 0.09166666666666667 0.043333333333333335\n', '3 0.8783333333333334 0.7925000000000001 0.05333333333333334 0.03166666666666667\n']"
./Identify/images/train\Japan_009188.jpg,['2 0.8475 0.7933333333333333 0.305 0.25333333333333335\n']
./Identify/images/train\Japan_009193.jpg,['2 0.21833333333333335 0.8583333333333334 0.26 0.26666666666666666\n']
./Identify/images/train\Japan_009195.jpg,"['3 0.4316666666666667 0.6341666666666667 0.1 0.035\n', '2 0.3725 0.8241666666666667 0.4716666666666667 0.34500000000000003\n']"
./Identify/images/train\Japan_009197.jpg,"['2 0.7816666666666667 0.3433333333333334 0.4366666666666667 0.2566666666666667\n', '2 0.3791666666666667 0.32666666666666666 0.15166666666666667 0.29333333333333333\n']"
./Identify/images/train\Japan_009201.jpg,['2 0.32 0.6050000000000001 0.24333333333333335 0.32\n']
